sim_time,supervisor_event,controller_event,Plant.Temperature,Plant.Temperature_heater,Controller.heater_ctrl,Supervisor.temperature_desired,Supervisor.heating_time
4029.5,False,True,35.6196174621582,39.00310134887695,False,36.37289810180664,20.073711395263672
4030.0,False,True,35.61442947387695,38.994510650634766,False,36.37289810180664,20.073711395263672
4030.5,False,True,35.60923767089844,38.985931396484375,False,36.37289810180664,20.073711395263672
4031.0,False,True,35.60403823852539,38.97735595703125,False,36.37289810180664,20.073711395263672
4031.5,False,True,35.59883499145508,38.96879196166992,False,36.37289810180664,20.073711395263672
4032.0,False,True,35.5936279296875,38.96023941040039,False,36.37289810180664,20.073711395263672
4032.5,False,True,35.58841323852539,38.951690673828125,False,36.37289810180664,20.073711395263672
4033.0,False,True,35.583194732666016,38.943153381347656,False,36.37289810180664,20.073711395263672
4033.5,False,True,35.577972412109375,38.93462371826172,False,36.37289810180664,20.073711395263672
4034.0,False,True,35.57274627685547,38.92610168457031,False,36.37289810180664,20.073711395263672
4034.5,False,True,35.5675163269043,38.91758728027344,False,36.37289810180664,20.073711395263672
4035.0,False,True,35.562278747558594,38.909080505371094,False,36.37289810180664,20.073711395263672
4035.5,False,True,35.557037353515625,38.90058517456055,False,36.37289810180664,20.073711395263672
4036.0,False,True,35.55179214477539,38.89209747314453,False,36.37289810180664,20.073711395263672
4036.5,False,True,35.546539306640625,38.88361740112305,False,36.37289810180664,20.073711395263672
4037.0,False,True,35.54128646850586,38.875144958496094,False,36.37289810180664,20.073711395263672
4037.5,False,True,35.53602600097656,38.86668014526367,False,36.37289810180664,20.073711395263672
4038.0,False,True,35.530765533447266,38.85822296142578,False,36.37289810180664,20.073711395263672
4038.5,False,True,35.52549743652344,38.84977722167969,False,36.37289810180664,20.073711395263672
4039.0,False,True,35.520225524902344,38.84133529663086,False,36.37289810180664,20.073711395263672
4039.5,False,True,35.514949798583984,38.83290481567383,False,36.37289810180664,20.073711395263672
4040.0,False,True,35.509666442871094,38.82448196411133,False,36.37289810180664,20.073711395263672
4040.5,False,True,35.5043830871582,38.81606674194336,False,36.37289810180664,20.073711395263672
4041.0,False,True,35.49909591674805,38.80765914916992,False,36.37289810180664,20.073711395263672
4041.5,False,True,35.49380111694336,38.799259185791016,False,36.37289810180664,20.073711395263672
4042.0,False,True,35.48850631713867,38.79086685180664,False,36.37289810180664,20.073711395263672
4042.5,False,True,35.48320388793945,38.7824821472168,False,36.37289810180664,20.073711395263672
4043.0,False,True,35.477901458740234,38.77410888671875,False,36.37289810180664,20.073711395263672
4043.5,False,True,35.472591400146484,38.76573944091797,False,36.37289810180664,20.073711395263672
4044.0,False,True,35.467281341552734,38.75737762451172,False,36.37289810180664,20.073711395263672
4044.5,False,True,35.46196365356445,38.749027252197266,False,36.37289810180664,20.073711395263672
4045.0,False,True,35.45664596557617,38.74068069458008,False,36.37289810180664,20.073711395263672
4045.5,False,True,35.45132064819336,38.73234176635742,False,36.37289810180664,20.073711395263672
4046.0,False,True,35.44599533081055,38.72401428222656,False,36.37289810180664,20.073711395263672
4046.5,False,True,35.4406623840332,38.71569061279297,False,36.37289810180664,20.073711395263672
